Êý¾ÝÓÉÐÏ²»ÐÐÕûÀí£¬¶ÔÊý¾Ý×Ö¶ÎÓÐÒÉÎÊµÄ£¬¿ÉÒÔÖ±½ÓÎ¢ÐÅË½ÐÅÐÏ²»ÐÐ£¬Î¢ÐÅºÅ£ºxbx9585
¹ÉÆ±´úÂë,¹ÉÆ±Ãû³Æ,½»Ò×ÈÕÆÚ,¿ªÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,ÊÕÅÌ¼Û,Ç°ÊÕÅÌ¼Û,³É½»Á¿,³É½»¶î,Á÷Í¨ÊÐÖµ,×ÜÊÐÖµ
sh688377,NµÏÍþ¶û,2020-07-08,40.1,41.85,38.03,40.0,16.42,31240914.0,1234238600.0,1771475440.0,7786680000.0
sh688377,µÏÍþ¶û,2020-07-09,39.7,41.43,38.4,40.2,40.0,21769758.0,865630387.0,1780332817.2,7825613400.0
sh688377,µÏÍþ¶û,2020-07-10,39.12,40.2,38.8,39.5,40.2,13145775.0,515149139.0,1749331997.0,7689346500.0
sh688377,µÏÍþ¶û,2020-07-13,39.93,39.98,39.01,39.54,39.5,8472229.0,333983705.0,1751103472.44,7697133180.0
sh688377,µÏÍþ¶û,2020-07-14,39.1,39.95,38.5,38.97,39.54,8595237.0,336372191.0,1725859947.42,7586172990.0
sh688377,µÏÍþ¶û,2020-07-15,38.88,38.99,35.79,35.83,38.97,10630533.0,397292730.0,1586799125.38,6974918610.0
sh688377,µÏÍþ¶û,2020-07-16,35.98,36.38,32.0,32.62,35.83,7653951.0,260866120.0,1444638221.32,6350037540.0
sh688377,µÏÍþ¶û,2020-07-17,32.65,33.22,31.8,32.0,32.62,3526705.0,114802525.0,1417180352.0000002,6229344000.0
sh688377,µÏÍþ¶û,2020-07-20,32.5,32.64,30.41,31.97,32.0,3580383.0,112379989.0,1415851745.4199998,6223503990.0
sh688377,µÏÍþ¶û,2020-07-21,32.28,33.18,31.72,32.74,31.97,2904469.0,94719801.0,1449952647.64,6373397580.0
sh688377,µÏÍþ¶û,2020-07-22,32.84,33.4,32.32,32.74,32.74,3088883.0,101445532.0,1449952647.64,6373397580.0
sh688377,µÏÍþ¶û,2020-07-23,32.03,32.34,30.95,31.77,32.74,2818779.0,89402646.0,1406994368.2199998,6184570590.0
sh688377,µÏÍþ¶û,2020-07-24,31.75,31.98,29.78,29.88,31.77,3543013.0,109090508.0,1323292153.68,5816649960.0
sh688377,µÏÍþ¶û,2020-07-27,29.95,30.34,29.19,29.59,29.88,1509051.0,44864365.0,1310448956.74,5760196530.000001
sh688377,µÏÍþ¶û,2020-07-28,29.8,30.11,29.61,29.95,29.59,1316148.0,39357474.0,1326392235.7,5830276650.0
sh688377,µÏÍþ¶û,2020-07-29,29.8,31.31,29.8,31.31,29.95,2801316.0,85775798.0,1386622400.66,6095023770.0
sh688377,µÏÍþ¶û,2020-07-30,31.31,31.4,30.73,30.79,31.31,1666591.0,51566144.0,1363593219.94,5993796930.0
sh688377,µÏÍþ¶û,2020-07-31,30.65,31.1,30.36,30.7,30.79,1786716.0,54961648.0,1359607400.2,5976276899.999999
sh688377,µÏÍþ¶û,2020-08-03,30.86,31.85,30.73,31.75,30.7,2604376.0,81968257.0,1406108630.5000002,6180677250.0
sh688377,µÏÍþ¶û,2020-08-04,32.0,32.01,31.31,31.42,31.75,1903260.0,60011167.0,1391493958.12,6116437140.0
sh688377,µÏÍþ¶û,2020-08-05,31.3,31.77,31.25,31.73,31.42,1555157.0,49095114.0,1405222892.7800002,6176783909.999999
sh688377,µÏÍþ¶û,2020-08-06,31.76,31.98,30.71,30.95,31.73,2468627.0,76795465.0,1370679121.7,6024943650.0
sh688377,µÏÍþ¶û,2020-08-07,30.9,30.9,29.31,29.78,30.95,2401998.0,71983429.0,1318863465.08,5797183260.0
sh688377,µÏÍþ¶û,2020-08-10,29.79,30.5,29.75,30.25,29.78,1369159.0,41275017.0,1339678301.5,5888676750.0
sh688377,µÏÍþ¶û,2020-08-11,30.3,30.37,29.67,29.68,30.25,1323472.0,39779666.0,1314434776.48,5777716560.0
sh688377,µÏÍþ¶û,2020-08-12,29.7,29.98,28.74,29.26,29.68,1792434.0,52129394.0,1295834284.36,5695956420.0
sh688377,µÏÍþ¶û,2020-08-13,29.45,29.55,29.21,29.36,29.26,1144717.0,33674504.0,1300262972.96,5715423120.0
sh688377,µÏÍþ¶û,2020-08-14,29.36,29.95,29.25,29.9,29.36,1205185.0,35762644.0,1324177891.4,5820543300.0
sh688377,µÏÍþ¶û,2020-08-17,29.92,30.36,29.7,30.35,29.9,1463305.0,44104558.0,1344106990.1,5908143450.0
sh688377,µÏÍþ¶û,2020-08-18,30.35,30.52,30.06,30.5,30.35,1196290.0,36227687.0,1350750023.0,5937343500.0
sh688377,µÏÍþ¶û,2020-08-19,30.51,30.51,29.95,30.28,30.5,1582199.0,47749101.0,1341006908.0800002,5894516760.0
sh688377,µÏÍþ¶û,2020-08-20,30.3,30.6,29.51,29.62,30.28,1610031.0,48440445.0,1311777563.32,5766036540.0
sh688377,µÏÍþ¶û,2020-08-21,29.55,29.94,29.32,29.35,29.62,1185233.0,35031015.0,1299820104.1,5713476450.0
sh688377,µÏÍþ¶û,2020-08-24,29.45,29.49,28.83,29.2,29.35,847439.0,24712511.0,1293177071.2,5684276400.0
