 ˝æ›”…–œ≤ª––’˚¿Ì£¨∂‘ ˝æ›◊÷∂Œ”–“…Œ µƒ£¨ø…“‘÷±Ω”Œ¢–≈ÀΩ–≈–œ≤ª––£¨Œ¢–≈∫≈£∫xbx9585
π…∆±¥˙¬Î,π…∆±√˚≥∆,Ωª“◊»’∆⁄,ø™≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€, ’≈Ãº€,«∞ ’≈Ãº€,≥…Ωª¡ø,≥…Ωª∂Ó,¡˜Õ® –÷µ,◊‹ –÷µ
sz300595,N≈∑∆’,2017-01-17,28.57,34.29,28.57,34.29,23.81,8000.0,272318.0,582930000.0,2331720000.0
sz300595,≈∑∆’øµ ”,2017-01-18,37.72,37.72,37.72,37.72,34.29,2800.0,105616.0,641240000.0,2564960000.0
sz300595,≈∑∆’øµ ”,2017-01-19,41.49,41.49,41.49,41.49,37.72,3200.0,132768.0,705330000.0,2821320000.0
sz300595,≈∑∆’øµ ”,2017-01-20,45.64,45.64,45.64,45.64,41.49,4016.0,183290.0,775880000.0,3103520000.0
sz300595,≈∑∆’øµ ”,2017-01-23,50.2,50.2,50.2,50.2,45.64,15500.0,778100.0,853400000.0,3413600000.0
sz300595,≈∑∆’øµ ”,2017-01-24,55.22,55.22,55.22,55.22,50.2,15300.0,844866.0,938740000.0,3754960000.0
sz300595,≈∑∆’øµ ”,2017-01-25,60.74,60.74,60.74,60.74,55.22,18300.0,1111542.0,1032580000.0,4130320000.0
sz300595,≈∑∆’øµ ”,2017-01-26,66.81,66.81,66.81,66.81,60.74,56800.0,3794808.0,1135770000.0,4543080000.0
sz300595,≈∑∆’øµ ”,2017-02-03,73.49,73.49,73.49,73.49,66.81,55780.0,4099272.0,1249330000.0,4997320000.0
sz300595,≈∑∆’øµ ”,2017-02-06,80.84,80.84,80.84,80.84,73.49,88900.0,7186676.0,1374280000.0,5497120000.0
sz300595,≈∑∆’øµ ”,2017-02-07,88.92,88.92,88.92,88.92,80.84,80100.0,7122492.0,1511640000.0,6046560000.0
sz300595,≈∑∆’øµ ”,2017-02-08,97.81,97.81,92.29,97.81,88.92,9665191.0,922671165.0,1662770000.0,6651080000.0
sz300595,≈∑∆’øµ ”,2017-02-09,104.99,107.59,103.8,107.59,97.81,3792308.0,400710488.0,1829030000.0,7316120000.0
sz300595,≈∑∆’øµ ”,2017-02-10,111.0,111.0,101.28,105.0,107.59,7167652.0,755852772.0,1785000000.0,7140000000.0
sz300595,≈∑∆’øµ ”,2017-02-13,107.15,115.0,106.28,108.0,105.0,4988049.0,545935647.0,1836000000.0,7344000000.0
sz300595,≈∑∆’øµ ”,2017-02-14,105.8,109.85,105.11,107.01,108.0,3550667.0,379882731.0,1819170000.0,7276680000.0
sz300595,≈∑∆’øµ ”,2017-02-15,106.1,111.0,103.6,104.76,107.01,4254159.0,455866129.0,1780920000.0,7123680000.0
sz300595,≈∑∆’øµ ”,2017-02-16,103.49,104.2,98.71,100.1,104.76,3256261.0,330522090.0,1701700000.0,6806800000.0
