Êý¾ÝÓÉÐÏ²»ÐÐÕûÀí£¬¶ÔÊý¾Ý×Ö¶ÎÓÐÒÉÎÊµÄ£¬¿ÉÒÔÖ±½ÓÎ¢ÐÅË½ÐÅÐÏ²»ÐÐ£¬Î¢ÐÅºÅ£ºxbx9585
¹ÉÆ±´úÂë,¹ÉÆ±Ãû³Æ,½»Ò×ÈÕÆÚ,¿ªÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,ÊÕÅÌ¼Û,Ç°ÊÕÅÌ¼Û,³É½»Á¿,³É½»¶î,Á÷Í¨ÊÐÖµ,×ÜÊÐÖµ
sh688185,N¿µÏ£Åµ,2020-08-13,470.0,477.0,374.4,393.11,209.71,15747230.0,6442658051.0,8903448540.06,97275029795.89
sh688185,¿µÏ£Åµ,2020-08-14,376.5,385.0,343.55,349.6,393.11,8572341.0,3091017596.0,7918001601.599998,86508484690.40001
sh688185,¿µÏ£Åµ,2020-08-17,359.8,379.35,356.02,364.73,349.6,6525162.0,2411490160.0,8260677128.58,90252401662.27
sh688185,¿µÏ£Åµ,2020-08-18,364.73,378.88,346.8,374.3,364.73,6698564.0,2430837163.0,8477425627.8,92620497195.7
sh688185,¿µÏ£Åµ,2020-08-19,366.0,366.4,351.0,351.0,374.3,3531597.0,1259196637.0,7949709846.0,86854914549.0
sh688185,¿µÏ£Åµ,2020-08-20,345.0,358.51,340.5,346.33,351.0,2340069.0,817978366.0,7843940202.18,85699323520.67
sh688185,¿µÏ£Åµ,2020-08-21,351.15,357.36,346.01,349.03,346.33,2123822.0,748773573.0,7905091816.379998,86367438247.97
sh688185,¿µÏ£Åµ,2020-08-24,339.61,339.61,303.0,308.39,349.03,4279872.0,1350669024.0,6984646778.94,76311074352.61
sh688185,¿µÏ£Åµ,2020-08-25,300.0,305.0,285.54,285.88,308.39,3752363.0,1098057901.0,6474823506.4800005,70740977126.12001
sh688185,¿µÏ£Åµ,2020-08-26,281.03,292.9,276.36,279.6,285.88,2228125.0,634585171.0,6332589381.6,69186991760.40001
sh688185,¿µÏ£Åµ,2020-08-27,278.51,281.87,264.77,270.0,279.6,2543551.0,687025257.0,6115161420.0,66811472730.0
sh688185,¿µÏ£Åµ,2020-08-28,271.0,273.0,256.43,261.7,270.0,3382452.0,885340435.0,5927176828.2,64757638568.3
sh688185,¿µÏ£Åµ,2020-08-31,259.04,264.18,249.5,255.58,261.7,3426305.0,872922767.0,5788566502.679999,63243245186.42
sh688185,¿µÏ£Åµ,2020-09-01,254.7,265.88,253.51,259.0,255.58,1871468.0,487737594.0,5866025214.0,64089523841.0
sh688185,¿µÏ£Åµ,2020-09-02,257.5,268.0,249.23,263.53,259.0,3015471.0,780388299.0,5968624033.379999,65210471883.469986
sh688185,¿µÏ£Åµ,2020-09-03,260.0,292.0,257.0,283.99,263.53,4132819.0,1157409352.0,6432017376.540001,70273296817.01
sh688185,¿µÏ£Åµ,2020-09-04,276.0,289.98,276.0,285.65,283.99,2259472.0,645047370.0,6469614294.9,70684063649.35
sh688185,¿µÏ£Åµ,2020-09-07,283.0,288.0,264.48,279.05,285.65,2901488.0,802119911.0,6320132571.3,69050894315.95
sh688185,¿µÏ£Åµ,2020-09-08,279.5,307.27,278.24,296.25,279.05,3202797.0,948323906.0,6709691002.5,73307032578.75
sh688185,¿µÏ£Åµ,2020-09-09,289.79,321.0,285.29,306.5,296.25,3624922.0,1107955566.0,6941840649.0,75843394043.5
sh688185,¿µÏ£Åµ,2020-09-10,306.0,322.2,296.0,300.0,306.5,2690585.0,829552753.0,6794623800.0,74234969700.0
sh688185,¿µÏ£Åµ,2020-09-11,300.0,319.8,295.03,317.14,300.0,2481736.0,774412105.0,7182823306.44,78476260968.86
sh688185,¿µÏ£Åµ,2020-09-14,318.03,330.99,310.4,317.8,317.14,2392744.0,765092256.0,7197771478.799998,78639577902.2
sh688185,¿µÏ£Åµ,2020-09-15,318.49,319.0,301.07,307.0,317.8,1964261.0,606144113.0,6953165022.0,75967118993.0
sh688185,¿µÏ£Åµ,2020-09-16,304.3,315.0,302.12,303.54,307.0,1303819.0,400713994.0,6874800360.84,75110942342.45999
sh688185,¿µÏ£Åµ,2020-09-17,299.66,299.66,281.0,285.04,303.54,2530563.0,732316150.0,6455798559.84,70533119210.95999
sh688185,¿µÏ£Åµ,2020-09-18,286.0,293.39,283.01,291.9,285.04,1386766.0,400619968.0,6611168957.4,72230625518.1
sh688185,¿µÏ£Åµ,2020-09-21,289.02,298.94,283.25,292.4,291.9,1553661.0,451130142.0,6622493330.400001,72354350467.6
sh688185,¿µÏ£Åµ,2020-09-22,286.17,317.0,286.13,307.5,292.4,2669149.0,820790266.0,6964489395.0,76090843942.5
sh688185,¿µÏ£Åµ,2020-09-23,313.8,358.71,306.12,352.51,307.5,5129710.0,1726005100.0,7983909452.46,87228563896.49
sh688185,¿µÏ£Åµ,2020-09-24,343.0,361.98,337.5,339.89,352.51,3447646.0,1201006440.0,7698082277.94,84105746171.11
sh688185,¿µÏ£Åµ,2020-09-25,344.98,371.0,341.5,349.0,339.89,3474991.0,1236426349.0,7904412354.0,86360014751.0
