 ˝æ›”…–œ≤ª––’˚¿Ì£¨∂‘ ˝æ›◊÷∂Œ”–“…Œ µƒ£¨ø…“‘÷±Ω”Œ¢–≈ÀΩ–≈–œ≤ª––£¨Œ¢–≈∫≈£∫xbx9585
π…∆±¥˙¬Î,π…∆±√˚≥∆,Ωª“◊»’∆⁄,ø™≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€, ’≈Ãº€,«∞ ’≈Ãº€,≥…Ωª¡ø,≥…Ωª∂Ó,¡˜Õ® –÷µ,◊‹ –÷µ
sz002798,Nµ€Õı,2016-05-25,12.68,15.22,12.68,15.22,10.57,19651.0,295956.0,328752000.0,1314663388.76
sz002798,µ€ÕıΩ‡æﬂ,2016-05-26,16.74,16.74,16.74,16.74,15.22,6623.0,110869.0,361584000.0,1445956972.92
sz002798,µ€ÕıΩ‡æﬂ,2016-05-27,18.41,18.41,18.41,18.41,16.74,5600.0,103096.0,397656000.0,1590207160.78
sz002798,µ€ÕıΩ‡æﬂ,2016-05-30,20.25,20.25,20.25,20.25,18.41,9636.0,195129.0,437400000.0,1749141499.5
sz002798,µ€ÕıΩ‡æﬂ,2016-05-31,22.28,22.28,22.28,22.28,20.25,22068.0,491675.0,481248000.0,1924487536.24
sz002798,µ€ÕıΩ‡æﬂ,2016-06-01,24.51,24.51,24.51,24.51,22.28,8402.0,205933.0,529416000.0,2117109044.58
sz002798,µ€ÕıΩ‡æﬂ,2016-06-02,26.96,26.96,26.96,26.96,24.51,11800.0,318128.0,582336000.0,2328733571.68
sz002798,µ€ÕıΩ‡æﬂ,2016-06-03,29.66,29.66,29.66,29.66,26.96,50602.0,1500855.3,640656000.0,2561952438.28
sz002798,µ€ÕıΩ‡æﬂ,2016-06-06,32.63,32.63,32.63,32.63,29.66,54565.0,1780456.0,704808000.0,2818493191.54
sz002798,µ€ÕıΩ‡æﬂ,2016-06-07,35.89,35.89,35.89,35.89,32.63,100546.0,3608595.9,775224000.0,3100083378.62
sz002798,µ€ÕıΩ‡æﬂ,2016-06-08,39.48,39.48,39.48,39.48,35.89,80337.0,3171704.8,852768000.0,3410178093.84
sz002798,µ€ÕıΩ‡æﬂ,2016-06-13,43.43,43.43,43.43,43.43,39.48,117483.0,5102286.7,938088000.0,3751368657.94
sz002798,µ€ÕıΩ‡æﬂ,2016-06-14,47.77,47.77,47.77,47.77,43.43,270890.0,12940415.3,1031832000.0,4126246391.66
sz002798,µ€ÕıΩ‡æﬂ,2016-06-15,52.55,52.55,52.55,52.55,47.77,533124.0,28015666.2,1135080000.0,4539130162.9
sz002798,µ€ÕıΩ‡æﬂ,2016-06-16,57.81,57.81,57.81,57.81,52.55,206653.0,11946609.9,1248696000.0,4993475065.98
sz002798,µ€ÕıΩ‡æﬂ,2016-06-17,63.59,63.59,63.59,63.59,57.81,252442.0,16052786.8,1373544000.0,5492736195.22
sz002798,µ€ÕıΩ‡æﬂ,2016-06-20,69.95,69.95,69.95,69.95,63.59,4452923.0,311481963.9,1510920000.0,6042096192.1
sz002798,µ€ÕıΩ‡æﬂ,2016-06-21,76.95,76.95,76.23,76.95,69.95,6400730.0,492445127.9,1662120000.0,6646737698.1
sz002798,µ€ÕıΩ‡æﬂ,2016-06-22,82.49,84.65,80.86,84.65,76.95,14542662.0,1214633197.7,1828440000.0,7311843354.7
sz002798,µ€ÕıΩ‡æﬂ,2016-06-23,86.99,89.2,83.6,84.25,84.65,11993896.0,1034427778.0,1819800000.0,7277292411.5
sz002798,µ€ÕıΩ‡æﬂ,2016-06-24,82.0,84.87,77.22,83.19,84.25,8018574.0,656332157.4,1796904000.0,7185732412.02
sz002798,µ€ÕıΩ‡æﬂ,2016-06-27,82.5,84.98,80.8,84.23,83.19,7015578.0,587728932.5,1819368000.0,7275564864.34
sz002798,µ€ÕıΩ‡æﬂ,2016-06-28,84.0,92.65,82.8,92.65,84.23,11234075.0,995329997.1,2001240000.0,8002862218.7
sz002798,µ€ÕıΩ‡æﬂ,2016-06-29,93.3,97.88,89.68,95.95,92.65,11794358.0,1104892850.4,2072520000.0,8287907500.1
sz002798,µ€ÕıΩ‡æﬂ,2016-06-30,91.0,93.0,86.65,86.7,95.95,8238243.0,738538989.7,1872720000.0,7488916938.6
sz002798,µ€ÕıΩ‡æﬂ,2016-07-01,87.01,90.35,87.01,88.1,86.7,4627269.0,411307027.3,1902960000.0,7609845239.8
sz002798,µ€ÕıΩ‡æﬂ,2016-07-04,88.3,89.35,86.1,88.8,88.1,4483546.0,393795522.0,1918080000.0,7670309390.4
sz002798,µ€ÕıΩ‡æﬂ,2016-07-05,89.49,94.66,88.5,93.05,88.8,7993993.0,736720891.3,2009880000.0,8037413161.9
sz002798,µ€ÕıΩ‡æﬂ,2016-07-06,92.0,92.0,88.0,89.63,93.05,5430420.0,486867871.7,1936008000.0,7742002597.54
sz002798,µ€ÕıΩ‡æﬂ,2016-07-07,88.8,90.92,88.0,89.96,89.63,3751039.0,334429658.8,1943136000.0,7770507125.68
sz002798,µ€ÕıΩ‡æﬂ,2016-07-08,90.32,91.7,89.0,89.49,89.96,3481280.0,314521505.0,1932984000.0,7729909767.42
sz002798,µ€ÕıΩ‡æﬂ,2016-07-11,89.5,89.5,80.54,80.8,89.49,5484158.0,456393161.4,1745280000.0,6979290526.4
sz002798,µ€ÕıΩ‡æﬂ,2016-07-12,79.56,82.7,74.07,82.21,80.8,5051346.0,395165150.4,1775736000.0,7101082601.18
sz002798,µ€ÕıΩ‡æﬂ,2016-07-13,80.97,82.75,78.01,80.55,82.21,3637001.0,294554972.0,1739880000.0,6957696186.9
sz002798,µ€ÕıΩ‡æﬂ,2016-07-14,80.15,81.35,78.98,80.7,80.55,2181545.0,174924311.7,1743120000.0,6970652790.6
sz002798,µ€ÕıΩ‡æﬂ,2016-07-15,81.05,83.72,80.2,82.18,80.7,3640797.0,301017854.3,1775088000.0,7098491280.44
sz002798,µ€ÕıΩ‡æﬂ,2016-07-18,81.95,81.95,79.1,79.6,82.18,2084876.0,166622065.3,1719360000.0,6875637696.8
sz002798,µ€ÕıΩ‡æﬂ,2016-07-19,78.5,80.1,76.8,77.88,79.3,2183820.0,170679864.3,1682208000.0,6727068641.04
sz002798,µ€ÕıΩ‡æﬂ,2016-07-20,77.9,79.58,77.51,78.55,77.88,1976051.0,155107314.6,1696680000.0,6784941470.9
sz002798,µ€ÕıΩ‡æﬂ,2016-07-21,77.23,78.99,77.11,77.14,78.55,1790441.0,139062173.0,1666224000.0,6663149396.12
sz002798,µ€ÕıΩ‡æﬂ,2016-07-22,77.19,77.23,70.48,73.19,77.14,3339321.0,246114232.6,1580904000.0,6321958832.02
sz002798,µ€ÕıΩ‡æﬂ,2016-07-25,72.16,73.18,70.02,71.49,73.19,2221740.0,158631185.7,1544184000.0,6175117323.42
sz002798,µ€ÕıΩ‡æﬂ,2016-07-26,71.71,73.6,71.5,72.46,71.49,1614924.0,117559966.9,1565136000.0,6258903360.68
sz002798,µ€ÕıΩ‡æﬂ,2016-07-27,71.72,72.48,65.4,66.61,72.46,2864895.0,196345442.7,1438776000.0,5753595816.38
sz002798,µ€ÕıΩ‡æﬂ,2016-07-28,66.5,67.25,63.95,65.7,66.61,2438578.0,159428866.5,1419120000.0,5674992420.6
sz002798,µ€ÕıΩ‡æﬂ,2016-07-29,66.13,67.98,64.68,66.33,65.7,2582417.0,171588820.1,1432728000.0,5729410156.14
sz002798,µ€ÕıΩ‡æﬂ,2016-08-01,65.0,65.03,60.28,62.7,66.33,2084170.0,130009624.3,1354320000.0,5415860346.6
sz002798,µ€ÕıΩ‡æﬂ,2016-08-02,62.89,63.79,62.2,62.99,62.7,1422392.0,89528008.0,1360584000.0,5440909780.42
sz002798,µ€ÕıΩ‡æﬂ,2016-08-03,63.54,69.29,62.99,69.29,62.99,4247403.0,282311515.8,1496664000.0,5985087135.82
sz002798,µ€ÕıΩ‡æﬂ,2016-08-04,69.8,73.24,69.39,70.91,69.29,4686348.0,335730584.5,1531656000.0,6125018455.78
sz002798,µ€ÕıΩ‡æﬂ,2016-08-05,71.18,71.18,68.19,68.87,70.91,2829316.0,195921621.6,1487592000.0,5948808645.46
sz002798,µ€ÕıΩ‡æﬂ,2016-08-08,69.23,73.0,66.0,72.97,68.87,3657482.0,256391529.5,1576152000.0,6302955813.26
sz002798,µ€ÕıΩ‡æﬂ,2016-08-09,71.0,74.3,70.53,73.9,72.97,4277809.0,312232800.2,1596240000.0,6383286756.2
sz002798,µ€ÕıΩ‡æﬂ,2016-08-10,73.42,76.52,72.51,74.1,73.9,4393696.0,329479290.1,1600560000.0,6400562227.8
sz002798,µ€ÕıΩ‡æﬂ,2016-08-11,73.0,75.47,72.1,72.27,74.1,3121247.0,229727034.9,1561032000.0,6242491662.66
sz002798,µ€ÕıΩ‡æﬂ,2016-08-12,71.8,73.28,71.25,72.89,72.27,1850292.0,134184597.8,1574424000.0,6296045624.62
sz002798,µ€ÕıΩ‡æﬂ,2016-08-15,73.13,75.5,72.0,74.18,72.89,2622669.0,194257141.8,1602288000.0,6407472416.44
sz002798,µ€ÕıΩ‡æﬂ,2016-08-16,74.3,75.48,73.86,73.91,74.18,2770008.0,206641947.6,1596456000.0,6384150529.78
sz002798,µ€ÕıΩ‡æﬂ,2016-08-17,73.0,74.98,72.02,73.48,73.91,2729280.0,199501543.6,1587168000.0,6347008265.84
sz002798,µ€ÕıΩ‡æﬂ,2016-08-18,72.99,74.9,72.9,74.45,73.48,2980606.0,220629689.5,1608120000.0,6430794303.1
sz002798,µ€ÕıΩ‡æﬂ,2016-08-19,74.6,78.0,74.0,74.08,74.45,4693674.0,356946991.5,1600128000.0,6398834680.64
sz002798,µ€ÕıΩ‡æﬂ,2016-08-22,70.11,71.78,67.01,67.15,74.08,3767000.0,261835518.1,1450440000.0,5800239589.7
sz002798,µ€ÕıΩ‡æﬂ,2016-08-23,66.21,68.69,66.21,67.94,67.15,1762180.0,119795870.1,1467504000.0,5868477702.52
sz002798,µ€ÕıΩ‡æﬂ,2016-08-24,68.02,69.57,68.01,68.3,67.94,1365575.0,93685478.4,1475280000.0,5899573551.4
sz002798,µ€ÕıΩ‡æﬂ,2016-08-25,67.0,68.19,65.69,67.85,68.3,1666658.0,111595188.1,1465560000.0,5860703740.3
sz002798,µ€ÕıΩ‡æﬂ,2016-08-26,67.9,69.37,67.85,68.1,67.85,1452024.0,99346119.5,1470960000.0,5882298079.8
sz002798,µ€ÕıΩ‡æﬂ,2016-08-29,68.1,68.5,67.03,67.28,68.1,794526.0,53618485.8,1453248000.0,5811468646.24
sz002798,µ€ÕıΩ‡æﬂ,2016-08-30,67.5,68.45,67.28,67.51,67.28,735958.0,49851786.4,1458216000.0,5831335438.58
sz002798,µ€ÕıΩ‡æﬂ,2016-08-31,68.2,68.87,66.16,68.22,67.51,1605844.0,108852282.5,1473552000.0,5892663362.76
sz002798,µ€ÕıΩ‡æﬂ,2016-09-01,68.0,68.49,67.0,67.18,68.22,1154367.0,78258743.4,1451088000.0,5802830910.44
sz002798,µ€ÕıΩ‡æﬂ,2016-09-02,66.3,67.37,65.65,66.09,67.18,1072213.0,71237253.5,1427544000.0,5708679590.22
sz002798,µ€ÕıΩ‡æﬂ,2016-09-05,66.33,66.85,66.05,66.09,66.09,770642.0,51157117.0,1427544000.0,5708679590.22
sz002798,µ€ÕıΩ‡æﬂ,2016-09-06,66.24,66.66,64.0,66.53,66.09,1189734.0,78237751.0,1437048000.0,5746685627.74
sz002798,µ€ÕıΩ‡æﬂ,2016-09-07,67.04,67.04,65.03,65.11,66.53,980985.0,64692280.6,1406376000.0,5624029779.38
sz002798,µ€ÕıΩ‡æﬂ,2016-09-08,65.0,65.89,63.66,64.28,65.11,1083559.0,69902476.6,1388448000.0,5552336572.24
sz002798,µ€ÕıΩ‡æﬂ,2016-09-09,64.69,66.27,64.03,65.25,64.28,1700176.0,111045206.4,1409400000.0,5636122609.5
sz002798,µ€ÕıΩ‡æﬂ,2016-09-12,64.0,66.86,62.5,66.5,65.25,2090525.0,137412717.1,1436400000.0,5744094307.0
sz002798,µ€ÕıΩ‡æﬂ,2016-09-13,66.79,67.31,65.1,65.74,66.5,1274361.0,83782864.9,1419984000.0,5678447514.92
sz002798,µ€ÕıΩ‡æﬂ,2016-09-14,64.5,67.13,64.0,67.08,65.74,2068709.0,137522880.2,1448928000.0,5794193174.64
sz002798,µ€ÕıΩ‡æﬂ,2016-09-19,67.09,68.0,65.4,65.95,67.08,2552269.0,169812996.3,1424520000.0,5696586760.1
sz002798,µ€ÕıΩ‡æﬂ,2016-09-20,66.08,66.36,64.07,64.22,65.95,1430016.0,92298099.4,1387152000.0,5547153930.76
sz002798,µ€ÕıΩ‡æﬂ,2016-09-21,64.0,64.35,63.5,63.74,64.22,946424.0,60494668.6,1376784000.0,5505692798.92
sz002798,µ€ÕıΩ‡æﬂ,2016-09-22,63.9,64.31,63.18,63.28,63.74,1125696.0,71712425.4,1366848000.0,5465959214.24
sz002798,µ€ÕıΩ‡æﬂ,2016-09-23,63.32,63.49,61.63,61.68,63.28,1213024.0,75738713.4,1332288000.0,5327755441.44
sz002798,µ€ÕıΩ‡æﬂ,2016-09-26,61.6,61.63,58.3,58.4,61.68,1430818.0,85413426.3,1261440000.0,5044437707.2
sz002798,µ€ÕıΩ‡æﬂ,2016-09-27,57.8,59.38,57.06,59.31,58.4,794783.0,46650811.3,1281096000.0,5123041102.98
sz002798,µ€ÕıΩ‡æﬂ,2016-09-28,59.31,62.2,58.61,60.25,59.31,1406114.0,84707583.7,1301400000.0,5204235819.5
sz002798,µ€ÕıΩ‡æﬂ,2016-09-29,60.1,61.28,59.5,59.85,60.25,678153.0,40838441.0,1292760000.0,5169684876.3
sz002798,µ€ÕıΩ‡æﬂ,2016-09-30,60.1,60.1,59.51,59.62,59.85,413510.0,24713386.0,1287792000.0,5149818083.96
sz002798,µ€ÕıΩ‡æﬂ,2016-10-10,60.01,62.28,60.01,61.43,59.62,775965.0,47457482.8,1326888000.0,5306161101.94
sz002798,µ€ÕıΩ‡æﬂ,2016-10-11,61.41,61.66,60.9,61.19,61.43,682751.0,41748712.7,1321704000.0,5285430536.02
sz002798,µ€ÕıΩ‡æﬂ,2016-10-12,60.81,62.2,60.51,61.53,61.19,1037760.0,64045461.0,1329048000.0,5314798837.74
sz002798,µ€ÕıΩ‡æﬂ,2016-10-13,61.56,62.96,61.2,61.97,61.53,1424606.0,88796124.8,1338552000.0,5352804875.26
sz002798,µ€ÕıΩ‡æﬂ,2016-10-14,61.96,62.55,61.46,62.0,61.97,820316.0,50789122.1,1339200000.0,5355396196.0
sz002798,µ€ÕıΩ‡æﬂ,2016-10-17,62.36,63.14,61.53,62.0,62.0,967579.0,60405305.4,1339200000.0,5355396196.0
sz002798,µ€ÕıΩ‡æﬂ,2016-10-18,61.86,65.18,61.85,64.9,62.0,2505143.0,160011090.8,1401840000.0,5605890534.2
sz002798,µ€ÕıΩ‡æﬂ,2016-10-19,65.09,66.21,64.03,66.12,64.9,3004684.0,195847033.0,1428192000.0,5711270910.96
sz002798,µ€ÕıΩ‡æﬂ,2016-10-20,66.13,66.8,62.81,63.13,66.12,4047260.0,262413607.6,1363608000.0,5453002610.54
sz002798,µ€ÕıΩ‡æﬂ,2016-10-21,62.53,63.09,61.8,62.83,63.13,1536198.0,95950310.4,1357128000.0,5427089403.14
sz002798,µ€ÕıΩ‡æﬂ,2016-10-24,62.76,64.52,62.5,63.78,62.83,1415347.0,89955191.2,1377648000.0,5509147893.24
