 ˝æ›”…–œ≤ª––’˚¿Ì£¨∂‘ ˝æ›◊÷∂Œ”–“…Œ µƒ£¨ø…“‘÷±Ω”Œ¢–≈ÀΩ–≈–œ≤ª––£¨Œ¢–≈∫≈£∫xbx9585
π…∆±¥˙¬Î,π…∆±√˚≥∆,Ωª“◊»’∆⁄,ø™≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€, ’≈Ãº€,«∞ ’≈Ãº€,≥…Ωª¡ø,≥…Ωª∂Ó,¡˜Õ® –÷µ,◊‹ –÷µ
sh603579,N»ŸÃ©,2017-01-11,53.59,64.31,53.59,64.31,44.66,3300.0,211151.0,1125425000.0,4501700000.0
sh603579,»ŸÃ©Ω°øµ,2017-01-12,70.74,70.74,70.74,70.74,64.31,5400.0,381996.0,1237950000.0,4951800000.0
sh603579,»ŸÃ©Ω°øµ,2017-01-13,77.81,77.81,77.81,77.81,70.74,15800.0,1229398.0,1361675000.0,5446700000.0
sh603579,»ŸÃ©Ω°øµ,2017-01-16,85.59,85.59,85.59,85.59,77.81,45400.0,3885786.0,1497825000.0,5991300000.0
sh603579,»ŸÃ©Ω°øµ,2017-01-17,94.15,94.15,94.15,94.15,85.59,611524.0,57574985.0,1647625000.0,6590500000.0
sh603579,»ŸÃ©Ω°øµ,2017-01-18,103.57,103.57,103.57,103.57,94.15,154081.0,15958169.0,1812475000.0,7249900000.0
sh603579,»ŸÃ©Ω°øµ,2017-01-19,113.92,113.92,93.41,93.48,103.57,9635466.0,946032952.0,1635900000.0,6543600000.0
sh603579,»ŸÃ©Ω°øµ,2017-01-20,93.09,102.83,93.09,102.83,93.48,6804881.0,673210912.0,1799525000.0,7198100000.0
sh603579,»ŸÃ©Ω°øµ,2017-01-23,104.83,112.7,103.18,108.86,102.83,6705454.0,722623757.0,1905050000.0,7620200000.0
sh603579,»ŸÃ©Ω°øµ,2017-01-24,107.0,112.47,104.5,105.02,108.86,4386749.0,472093919.0,1837850000.0,7351400000.0
sh603579,»ŸÃ©Ω°øµ,2017-01-25,103.88,115.52,103.25,113.72,105.02,5244151.0,585826267.0,1990100000.0,7960400000.0
sh603579,»ŸÃ©Ω°øµ,2017-01-26,112.6,123.18,112.0,120.86,113.72,5573391.0,650689262.0,2115050000.0,8460200000.0
sh603579,»ŸÃ©Ω°øµ,2017-02-03,118.75,125.36,118.36,119.78,120.86,4146329.0,502858687.0,2096150000.0,8384600000.0
sh603579,»ŸÃ©Ω°øµ,2017-02-06,119.12,123.99,116.0,123.14,119.78,3923131.0,471708126.0,2154950000.0,8619800000.0
sh603579,»ŸÃ©Ω°øµ,2017-02-07,121.09,123.35,119.01,121.5,123.14,2778156.0,336217830.0,2126250000.0,8505000000.0
sh603579,»ŸÃ©Ω°øµ,2017-02-08,120.11,123.6,117.8,122.74,121.5,3324700.0,402840379.0,2147950000.0,8591800000.0
sh603579,»ŸÃ©Ω°øµ,2017-02-09,122.0,129.85,122.0,125.01,122.74,3586255.0,451525899.0,2187675000.0,8750700000.0
sh603579,»ŸÃ©Ω°øµ,2017-02-10,124.5,125.86,119.3,119.93,125.01,2853682.0,349674813.0,2098775000.0,8395100000.0
sh603579,»ŸÃ©Ω°øµ,2017-02-13,119.01,124.75,118.01,122.91,119.93,2567130.0,314189038.0,2150925000.0,8603700000.0
sh603579,»ŸÃ©Ω°øµ,2017-02-14,122.5,126.5,122.11,124.72,122.91,2441301.0,303636258.0,2182600000.0,8730400000.0
sh603579,»ŸÃ©Ω°øµ,2017-02-15,125.0,127.0,119.0,120.53,124.72,3525068.0,437309780.0,2109275000.0,8437100000.0
sh603579,»ŸÃ©Ω°øµ,2017-02-16,119.31,122.3,118.07,120.01,120.53,2235025.0,267647668.0,2100175000.0,8400700000.0
sh603579,»ŸÃ©Ω°øµ,2017-02-17,119.5,121.85,114.6,116.39,120.01,2805168.0,328675229.0,2036825000.0,8147300000.0
sh603579,»ŸÃ©Ω°øµ,2017-02-20,116.12,116.67,111.33,114.13,116.39,1945162.0,220826630.0,1997275000.0,7989100000.0
sh603579,»ŸÃ©Ω°øµ,2017-02-21,114.38,125.54,114.0,125.54,114.13,3261729.0,396569381.0,2196950000.0,8787800000.0
