数据由邢不行整理，对数据字段有疑问的，可以直接微信私信邢不行，微信号：xbx9585
股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额,流通市值,总市值
sh603283,N赛腾,2017-12-25,9.94,9.94,9.94,9.94,6.9,11439.0,113704.0,397600000.0,1590400000.0
sh603283,赛腾股份,2017-12-26,10.93,10.93,10.93,10.93,9.94,6983.0,76324.0,437200000.0,1748800000.0
sh603283,赛腾股份,2017-12-27,12.02,12.02,12.02,12.02,10.93,7037.0,84585.0,480800000.0,1923200000.0
sh603283,赛腾股份,2017-12-28,13.22,13.22,13.22,13.22,12.02,16715.0,220972.0,528800000.0,2115200000.0
sh603283,赛腾股份,2017-12-29,14.54,14.54,14.54,14.54,13.22,40308.0,586078.0,581600000.0,2326400000.0
sh603283,赛腾股份,2018-01-02,15.99,15.99,15.99,15.99,14.54,36646.0,585970.0,639600000.0,2558400000.0
sh603283,赛腾股份,2018-01-03,17.59,17.59,17.59,17.59,15.99,63171.0,1111178.0,703600000.0,2814400000.0
sh603283,赛腾股份,2018-01-04,19.35,19.35,19.35,19.35,17.59,105210.0,2035814.0,774000000.0,3096000000.0
sh603283,赛腾股份,2018-01-05,21.29,21.29,21.29,21.29,19.35,216706.0,4613671.0,851600000.0,3406400000.0
sh603283,赛腾股份,2018-01-08,23.42,23.42,23.42,23.42,21.29,337908.0,7913805.0,936800000.0,3747200000.0
sh603283,赛腾股份,2018-01-09,25.76,25.76,25.76,25.76,23.42,227284.0,5854836.0,1030400000.0,4121600000.0
sh603283,赛腾股份,2018-01-10,28.34,28.34,28.34,28.34,25.76,249762.0,7078255.0,1133600000.0,4534400000.0
sh603283,赛腾股份,2018-01-11,31.17,31.17,31.17,31.17,28.34,189889.0,5918840.0,1246800000.0,4987200000.0
sh603283,赛腾股份,2018-01-12,34.29,34.29,34.29,34.29,31.17,10263968.0,351951463.0,1371600000.0,5486400000.0
sh603283,赛腾股份,2018-01-15,34.09,35.29,32.56,34.08,34.29,27319995.0,928193888.0,1363200000.0,5452800000.0
sh603283,赛腾股份,2018-01-16,33.4,36.9,32.7,34.31,34.08,23180369.0,806654641.0,1372400000.0,5489600000.0
sh603283,赛腾股份,2018-01-17,34.5,35.69,30.88,32.87,34.31,20493419.0,666707848.0,1314800000.0,5259200000.0
sh603283,赛腾股份,2018-01-18,31.71,32.1,30.26,30.73,32.87,14916437.0,464777084.0,1229200000.0,4916800000.0
sh603283,赛腾股份,2018-01-19,31.28,32.35,30.11,30.25,30.73,12777778.0,400584322.0,1210000000.0,4840000000.0
sh603283,赛腾股份,2018-01-22,29.0,30.9,28.0,29.22,30.25,11324580.0,330710055.0,1168800000.0,4675200000.0
sh603283,赛腾股份,2018-01-23,30.2,30.8,29.15,30.13,29.22,9244080.0,276957507.0,1205200000.0,4820800000.0
sh603283,赛腾股份,2018-01-24,29.92,31.35,29.58,30.48,30.13,9474357.0,290395399.0,1219200000.0,4876800000.0
sh603283,赛腾股份,2018-01-25,29.5,32.5,29.31,31.07,30.48,11429211.0,353617885.0,1242800000.0,4971200000.0
sh603283,赛腾股份,2018-01-26,30.55,31.35,29.71,29.89,31.07,6977703.0,213229192.0,1195600000.0,4782400000.0
sh603283,赛腾股份,2018-01-29,29.5,32.28,29.44,31.66,29.89,10486583.0,324623183.0,1266400000.0,5065600000.0
sh603283,赛腾股份,2018-01-30,31.2,32.13,30.18,32.03,31.66,8234721.0,255883091.0,1281200000.0,5124800000.0
sh603283,赛腾股份,2018-01-31,31.71,33.33,30.0,30.96,32.03,10904719.0,347984907.0,1238400000.0,4953600000.0
sh603283,赛腾股份,2018-02-01,30.17,30.3,27.86,27.86,30.96,9508008.0,271881689.0,1114400000.0,4457600000.0
sh603283,赛腾股份,2018-02-02,26.33,27.86,25.6,25.97,27.86,6983565.0,183964559.0,1038800000.0,4155200000.0
sh603283,赛腾股份,2018-02-05,25.14,25.5,23.37,23.66,25.97,7312401.0,177469464.0,946400000.0,3785600000.0
sh603283,赛腾股份,2018-02-06,23.11,23.8,22.32,22.58,23.66,5239553.0,120371951.0,903200000.0,3612800000.0
sh603283,赛腾股份,2018-02-07,23.2,23.75,21.2,23.28,22.58,6421607.0,147622931.0,931200000.0,3724800000.0
sh603283,赛腾股份,2018-02-08,22.97,23.97,22.65,23.62,23.28,4419893.0,103624345.0,944800000.0,3779200000.0
sh603283,赛腾股份,2018-02-09,22.7,24.38,22.28,22.91,23.62,5463092.0,127394376.0,916400000.0,3665600000.0
sh603283,赛腾股份,2018-02-12,23.6,24.6,23.38,24.13,22.91,5346758.0,128673745.0,965200000.0,3860800000.0
sh603283,赛腾股份,2018-02-13,24.2,24.2,22.92,22.99,24.13,4469754.0,105481916.0,919600000.0,3678400000.0
sh603283,赛腾股份,2018-02-14,22.9,24.71,22.31,23.91,22.99,4917102.0,117527849.0,956400000.0,3825600000.0
sh603283,赛腾股份,2018-02-22,24.3,24.81,23.81,24.37,23.91,4448239.0,107898542.0,974800000.0,3899200000.0
sh603283,赛腾股份,2018-02-23,24.1,24.68,23.71,24.6,24.37,4432252.0,107021902.0,984000000.0,3936000000.0
sh603283,赛腾股份,2018-02-26,25.47,26.29,25.0,25.68,24.6,6164669.0,158268233.0,1027200000.0,4108800000.0
sh603283,赛腾股份,2018-02-27,25.51,26.94,25.4,25.99,25.68,6069631.0,159204723.0,1039600000.0,4158400000.0
sh603283,赛腾股份,2018-02-28,25.2,25.2,24.38,24.74,25.99,5313299.0,131983382.0,989600000.0,3958400000.0
sh603283,赛腾股份,2018-03-01,24.45,26.65,24.45,26.09,24.74,5331790.0,136072005.0,1043600000.0,4174400000.0
sh603283,赛腾股份,2018-03-02,25.8,26.88,25.2,25.25,26.09,5038071.0,131051402.0,1010000000.0,4040000000.0
sh603283,赛腾股份,2018-03-05,25.71,27.22,25.71,26.98,25.25,7076247.0,187757302.0,1079200000.0,4316800000.0
sh603283,赛腾股份,2018-03-06,27.2,27.9,26.53,27.64,26.98,7643322.0,208182157.0,1105600000.0,4422400000.0
sh603283,赛腾股份,2018-03-07,27.57,27.69,26.8,27.31,27.64,4706370.0,128055339.0,1092400000.0,4369600000.0
sh603283,赛腾股份,2018-03-08,27.27,28.44,27.26,28.33,27.31,6358568.0,177454932.0,1133200000.0,4532800000.0
sh603283,赛腾股份,2018-03-09,28.1,29.53,27.92,29.14,28.33,6800031.0,196998113.0,1165600000.0,4662400000.0
sh603283,赛腾股份,2018-03-12,29.28,32.05,29.28,32.05,29.14,12929221.0,411207371.0,1282000000.0,5128000000.0
sh603283,赛腾股份,2018-03-13,32.0,32.0,30.37,30.58,32.05,9875702.0,305937688.0,1223200000.0,4892800000.0
sh603283,赛腾股份,2018-03-14,30.1,31.26,29.6,30.09,30.58,5001524.0,151370665.0,1203600000.0,4814400000.0
sh603283,赛腾股份,2018-03-15,29.5,29.78,27.08,27.74,30.09,7330235.0,205847177.0,1109600000.0,4438400000.0
sh603283,赛腾股份,2018-03-16,28.09,28.76,27.5,27.73,27.74,3358828.0,94484363.0,1109200000.0,4436800000.0
sh603283,赛腾股份,2018-03-19,27.99,28.7,27.71,28.58,27.73,3675956.0,104159183.0,1143200000.0,4572800000.0
sh603283,赛腾股份,2018-03-20,28.0,29.4,27.45,29.29,28.58,4471023.0,126693034.0,1171600000.0,4686400000.0
sh603283,赛腾股份,2018-03-21,29.48,29.76,28.23,28.54,29.29,5011546.0,145875376.0,1141600000.0,4566400000.0
sh603283,赛腾股份,2018-03-22,28.33,29.2,28.3,28.55,28.54,3178755.0,91338293.0,1142000000.0,4568000000.0
sh603283,赛腾股份,2018-03-23,26.0,27.12,25.7,25.7,28.55,4625503.0,120863497.0,1028000000.0,4112000000.0
sh603283,赛腾股份,2018-03-26,23.5,25.5,23.5,25.43,25.7,3498092.0,86013402.0,1017200000.0,4068800000.0
sh603283,赛腾股份,2018-03-27,26.0,26.85,26.0,26.29,25.43,3697849.0,97507217.0,1051600000.0,4206400000.0
sh603283,赛腾股份,2018-03-28,25.41,26.86,25.3,26.19,26.29,3107365.0,81740453.0,1047600000.0,4190400000.0
sh603283,赛腾股份,2018-03-29,27.07,28.81,27.07,28.81,26.19,3721155.0,106301804.0,1152400000.0,4609600000.0
sh603283,赛腾股份,2018-03-30,30.49,31.69,30.03,31.69,28.81,11503803.0,360308366.0,1267600000.0,5070400000.0
sh603283,赛腾股份,2018-04-02,33.68,34.78,30.95,31.72,31.69,15654443.0,505450708.0,1268800000.0,5075200000.0
sh603283,赛腾股份,2018-04-03,30.31,31.09,29.7,29.93,31.72,9203987.0,278742083.0,1197200000.0,4788800000.0
sh603283,赛腾股份,2018-04-04,30.09,30.97,29.01,29.21,29.93,7098702.0,213731771.0,1168400000.0,4673600000.0
sh603283,赛腾股份,2018-04-09,29.0,30.46,29.0,30.36,29.21,5973488.0,178152733.0,1214400000.0,4857600000.0
sh603283,赛腾股份,2018-04-10,30.59,30.8,28.22,30.24,30.36,6179971.0,182435371.0,1209600000.0,4838400000.0
sh603283,赛腾股份,2018-04-11,29.88,30.46,29.64,30.22,30.24,4368694.0,131403883.0,1208800000.0,4835200000.0
sh603283,赛腾股份,2018-04-12,30.01,30.04,28.9,29.31,30.22,3751171.0,110394726.0,1172400000.0,4689600000.0
sh603283,赛腾股份,2018-04-13,29.99,31.6,29.98,30.47,29.31,7938902.0,242753615.0,1218800000.0,4875200000.0
sh603283,赛腾股份,2018-04-16,29.72,30.99,29.3,30.96,30.47,4651855.0,139515393.0,1238400000.0,4953600000.0
sh603283,赛腾股份,2018-04-17,30.78,31.51,29.56,29.78,30.96,4377526.0,133376479.0,1191200000.0,4764800000.0
sh603283,赛腾股份,2018-04-18,29.56,30.0,26.8,28.78,29.78,3811505.0,107967534.0,1151200000.0,4604800000.0
sh603283,赛腾股份,2018-04-19,28.78,29.71,28.24,29.16,28.78,2855261.0,82546963.0,1166400000.0,4665600000.0
sh603283,赛腾股份,2018-04-20,28.15,28.18,26.24,26.24,29.16,4720985.0,128825614.0,1049600000.0,4198400000.0
sh603283,赛腾股份,2018-04-23,26.78,26.98,25.31,26.14,26.24,2269847.0,59321713.0,1045600000.0,4182400000.0
sh603283,赛腾股份,2018-04-24,26.25,28.0,26.25,27.98,26.14,3087108.0,84557449.0,1119200000.0,4476800000.0
sh603283,赛腾股份,2018-04-25,27.93,29.9,27.5,28.62,27.98,4572486.0,133072969.0,1144800000.0,4579200000.0
sh603283,赛腾股份,2018-04-26,28.95,29.53,27.86,29.1,28.62,3727777.0,107418613.0,1164000000.0,4656000000.0
sh603283,赛腾股份,2018-04-27,29.1,29.3,27.81,28.08,29.1,3014398.0,85690908.0,1123200000.0,4492800000.0
sh603283,赛腾股份,2018-05-02,28.3,28.75,27.5,28.45,28.08,2621261.0,73927482.0,1138000000.0,4552000000.0
sh603283,赛腾股份,2018-05-03,28.71,31.3,28.0,30.54,28.45,7553867.0,228214832.0,1221600000.0,4886400000.0
sh603283,赛腾股份,2018-05-04,29.89,30.25,29.28,29.67,30.54,4997037.0,148582507.0,1186800000.0,4747200000.0
sh603283,赛腾股份,2018-05-07,30.49,30.89,30.05,30.34,29.67,4849131.0,147738109.0,1213600000.0,4854400000.0
sh603283,赛腾股份,2018-05-08,30.07,32.5,30.07,31.75,30.34,7429443.0,233135885.0,1270000000.0,5080000000.0
sh603283,赛腾股份,2018-05-09,31.25,31.46,30.68,31.15,31.75,3994623.0,123833383.0,1246000000.0,4984000000.0
sh603283,赛腾股份,2018-05-10,31.3,31.66,30.48,30.97,31.15,3033595.0,94029235.0,1238800000.0,4955200000.0
sh603283,赛腾股份,2018-05-11,31.08,31.26,30.0,30.13,30.97,2700900.0,82088053.0,1205200000.0,4820800000.0
sh603283,赛腾股份,2018-05-14,30.08,30.63,29.48,29.79,30.13,2219503.0,66743183.0,1191600000.0,4766400000.0
sh603283,赛腾股份,2018-05-15,29.76,31.4,29.57,31.3,29.79,3940743.0,120985687.0,1252000000.0,5008000000.0
sh603283,赛腾股份,2018-05-16,30.91,31.75,30.72,31.15,31.3,3107417.0,96882543.0,1246000000.0,4984000000.0
sh603283,赛腾股份,2018-05-17,31.03,31.68,30.9,31.51,31.15,2427310.0,75902182.0,1260400000.0,5041600000.0
sh603283,赛腾股份,2018-05-18,31.27,31.66,29.95,30.59,31.51,2845425.0,86994351.0,1223600000.0,4894400000.0
sh603283,赛腾股份,2018-05-21,31.28,32.5,31.28,31.92,30.59,4681028.0,149119780.0,1276800000.0,5107200000.0
sh603283,赛腾股份,2018-05-22,31.65,33.06,30.98,32.98,31.92,5427744.0,173956386.0,1319200000.0,5276800000.0
sh603283,赛腾股份,2018-05-23,32.35,36.28,32.07,35.01,32.98,10400818.0,360202831.0,1400400000.0,5601600000.0
sh603283,XD赛腾股,2018-05-24,34.3,34.58,32.43,32.96,34.83,7279721.0,243882323.0,1318400000.0,5273600000.0
sh603283,赛腾股份,2018-05-25,33.02,33.85,32.46,32.87,32.96,3869697.0,127812980.0,1314800000.0,5259200000.0
sh603283,赛腾股份,2018-05-28,32.45,32.5,30.86,30.98,32.87,4059660.0,127962457.0,1239200000.0,4956800000.0
sh603283,赛腾股份,2018-05-29,30.78,31.4,30.18,30.52,30.98,2760982.0,85012854.0,1220800000.0,4883200000.0
sh603283,赛腾股份,2018-05-30,28.96,29.76,28.2,28.68,30.52,4106388.0,118677267.0,1147200000.0,4588800000.0
