 ˝æ›”…–œ≤ª––’˚¿Ì£¨∂‘ ˝æ›◊÷∂Œ”–“…Œ µƒ£¨ø…“‘÷±Ω”Œ¢–≈ÀΩ–≈–œ≤ª––£¨Œ¢–≈∫≈£∫xbx9585
π…∆±¥˙¬Î,π…∆±√˚≥∆,Ωª“◊»’∆⁄,ø™≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€, ’≈Ãº€,«∞ ’≈Ãº€,≥…Ωª¡ø,≥…Ωª∂Ó,¡˜Õ® –÷µ,◊‹ –÷µ
sh688198,N∞€» ,2019-12-09,31.0,40.3,31.0,35.38,23.68,15293916.0,501053198.0,691275915.66,3396480000.0
sh688198,∞€» “Ω¡∆,2019-12-10,33.76,43.5,32.8,39.82,35.38,13058590.0,479866027.0,778027330.74,3822720000.0
sh688198,∞€» “Ω¡∆,2019-12-11,37.05,37.71,34.3,34.3,39.82,7905823.0,283454402.0,670174220.1,3292800000.0
sh688198,∞€» “Ω¡∆,2019-12-12,34.9,36.7,34.4,35.51,34.3,5518069.0,198024795.0,693815934.57,3408960000.0
sh688198,∞€» “Ω¡∆,2019-12-13,35.19,35.8,34.12,35.55,35.51,3947715.0,138461524.0,694597478.85,3412800000.0
sh688198,∞€» “Ω¡∆,2019-12-16,35.79,37.35,35.48,37.09,35.55,3911844.0,142923085.0,724686933.63,3560640000.0
sh688198,∞€» “Ω¡∆,2019-12-17,36.69,38.33,36.69,37.72,37.09,3930286.0,147129894.0,736996256.04,3621120000.0
sh688198,∞€» “Ω¡∆,2019-12-18,38.65,45.25,38.56,42.5,37.72,6621028.0,275196375.0,830390797.5,4080000000.0
sh688198,∞€» “Ω¡∆,2019-12-19,41.51,42.36,40.21,41.0,42.5,3563531.0,146597409.0,801082887.0,3936000000.0
sh688198,∞€» “Ω¡∆,2019-12-20,41.33,45.5,41.06,41.98,41.0,4250142.0,183572353.0,820230721.86,4030080000.0
sh688198,∞€» “Ω¡∆,2019-12-23,41.22,45.0,41.14,44.09,41.98,4244480.0,184162212.0,861457182.63,4232640000.0
sh688198,∞€» “Ω¡∆,2019-12-24,43.3,44.77,42.94,44.15,44.09,2368044.0,103666153.0,862629499.05,4238400000.0
sh688198,∞€» “Ω¡∆,2019-12-25,43.82,44.58,42.0,42.48,44.15,3268312.0,141100148.0,830000025.36,4078080000.0
sh688198,∞€» “Ω¡∆,2019-12-26,42.88,44.4,42.42,43.51,42.48,2574897.0,111606953.0,850124790.57,4176960000.0
sh688198,∞€» “Ω¡∆,2019-12-27,43.15,43.62,41.14,41.14,43.51,2283342.0,96786849.0,803818291.98,3949440000.0
sh688198,∞€» “Ω¡∆,2019-12-30,41.1,41.53,39.24,40.7,41.14,1716012.0,69402479.0,795221304.9,3907200000.0
sh688198,∞€» “Ω¡∆,2019-12-31,40.71,42.68,40.48,42.15,40.7,2184998.0,91450896.0,823552285.05,4046400000.0
sh688198,∞€» “Ω¡∆,2020-01-02,42.18,43.2,41.63,43.07,42.15,1727113.0,73378175.0,841527803.49,4134720000.0
sh688198,∞€» “Ω¡∆,2020-01-03,43.3,43.4,41.92,42.41,43.07,1230563.0,52379565.0,828632322.87,4071360000.0
sh688198,∞€» “Ω¡∆,2020-01-06,42.44,42.98,41.21,41.5,42.41,1380394.0,58306601.0,810852190.5,3984000000.0
sh688198,∞€» “Ω¡∆,2020-01-07,41.6,43.58,41.22,43.4,41.5,2116766.0,89878000.0,847975543.8,4166400000.0
sh688198,∞€» “Ω¡∆,2020-01-08,43.16,43.6,42.42,42.58,43.4,1245403.0,53427166.0,831953886.06,4087680000.0
sh688198,∞€» “Ω¡∆,2020-01-09,43.31,46.99,43.16,45.92,42.58,3197680.0,146471532.0,897212833.44,4408320000.0
sh688198,∞€» “Ω¡∆,2020-01-10,45.54,48.66,45.3,47.52,45.92,2924460.0,137754470.0,928474604.64,4561920000.0
sh688198,∞€» “Ω¡∆,2020-01-13,47.26,47.9,46.38,47.8,47.52,1701231.0,80207647.0,933945414.6,4588800000.0
sh688198,∞€» “Ω¡∆,2020-01-14,48.5,48.5,46.76,47.02,47.8,1664021.0,79036420.0,918705301.14,4513920000.0
sh688198,∞€» “Ω¡∆,2020-01-15,47.03,48.3,46.56,47.0,47.02,1164414.0,55255284.0,918314529.0,4512000000.0
sh688198,∞€» “Ω¡∆,2020-01-16,47.38,48.95,46.5,47.78,47.0,2174320.0,104269265.0,933554642.46,4586880000.0
sh688198,∞€» “Ω¡∆,2020-01-17,47.9,50.85,47.4,49.0,47.78,2679945.0,131883931.0,957391743.0,4704000000.0
sh688198,∞€» “Ω¡∆,2020-01-20,49.15,54.86,49.15,53.98,49.0,2841408.0,148325257.0,1054694005.86,5182080000.0
sh688198,∞€» “Ω¡∆,2020-01-21,54.92,54.98,49.96,50.23,53.98,2770054.0,143483583.0,981424229.61,4822080000.0
sh688198,∞€» “Ω¡∆,2020-01-22,49.9,58.58,48.58,56.71,50.23,3064786.0,161465848.0,1108034402.97,5444160000.0
sh688198,∞€» “Ω¡∆,2020-01-23,55.0,57.48,52.85,53.75,56.71,2344840.0,128231249.0,1050200126.25,5160000000.0
sh688198,∞€» “Ω¡∆,2020-02-03,45.3,52.88,45.3,49.66,53.75,2675738.0,132481294.0,970287223.62,4767360000.0
sh688198,∞€» “Ω¡∆,2020-02-04,50.0,54.58,49.6,53.22,49.66,2492980.0,130171334.0,1039844664.54,5109120000.0
sh688198,∞€» “Ω¡∆,2020-02-05,53.0,56.0,51.82,55.48,53.22,3349791.0,179535020.0,1084001916.36,5326080000.0
sh688198,∞€» “Ω¡∆,2020-02-06,54.3,57.73,53.68,55.56,55.48,2824701.0,158537497.0,1085565004.92,5333760000.0
sh688198,∞€» “Ω¡∆,2020-02-07,55.38,57.2,54.56,55.63,55.56,1805853.0,100754553.0,1086932707.41,5340480000.0
sh688198,∞€» “Ω¡∆,2020-02-10,55.25,58.8,55.25,56.15,55.63,1781892.0,101678285.0,1097092783.05,5390400000.0
sh688198,∞€» “Ω¡∆,2020-02-11,55.2,56.4,51.01,52.38,56.15,2144504.0,114190658.0,1023432234.66,5028480000.0
sh688198,∞€» “Ω¡∆,2020-02-12,52.77,53.79,51.88,53.4,52.38,1432319.0,75826712.0,1043361613.8,5126400000.0
sh688198,∞€» “Ω¡∆,2020-02-13,53.49,53.88,51.5,52.78,53.4,1532312.0,80494145.0,1031247677.46,5066880000.0
