 ˝æ›”…–œ≤ª––’˚¿Ì£¨∂‘ ˝æ›◊÷∂Œ”–“…Œ µƒ£¨ø…“‘÷±Ω”Œ¢–≈ÀΩ–≈–œ≤ª––£¨Œ¢–≈∫≈£∫xbx9585
π…∆±¥˙¬Î,π…∆±√˚≥∆,Ωª“◊»’∆⁄,ø™≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€, ’≈Ãº€,«∞ ’≈Ãº€,≥…Ωª¡ø,≥…Ωª∂Ó,¡˜Õ® –÷µ,◊‹ –÷µ
sh688266,N‘Û≠Z,2020-01-23,67.52,77.58,60.33,74.59,33.76,35144625.0,2277549591.0,4088122305.26,17901600000.0
sh688266,‘Û≠Z÷∆“©,2020-02-03,65.51,75.4,61.22,66.76,74.59,20249635.0,1372745968.0,3658976338.64,16022400000.0
sh688266,‘Û≠Z÷∆“©,2020-02-04,68.81,79.8,65.0,76.65,66.76,20746553.0,1537705496.0,4201026608.1,18396000000.0
sh688266,‘Û≠Z÷∆“©,2020-02-05,77.0,91.62,75.03,80.81,76.65,20254669.0,1690900425.0,4429027530.34,19394400000.0
sh688266,‘Û≠Z÷∆“©,2020-02-06,81.0,82.0,74.88,75.47,80.81,15715461.0,1218246103.0,4136353269.58,18112800000.0
sh688266,‘Û≠Z÷∆“©,2020-02-07,75.3,78.88,71.33,73.22,75.47,12504798.0,936068116.0,4013035463.08,17572800000.0
sh688266,‘Û≠Z÷∆“©,2020-02-10,73.0,78.99,73.0,77.73,73.22,11941659.0,919747647.0,4260219155.22,18655200000.0
sh688266,‘Û≠Z÷∆“©,2020-02-11,76.97,76.97,70.0,70.99,77.73,11380070.0,823845347.0,3890813814.86,17037600000.0
sh688266,‘Û≠Z÷∆“©,2020-02-12,71.74,72.93,70.26,72.28,70.99,5436980.0,391050298.0,3961516023.92,17347200000.0
sh688266,‘Û≠Z÷∆“©,2020-02-13,72.88,73.39,69.51,70.39,72.28,6293798.0,445669356.0,3857929066.46,16893600000.0
sh688266,‘Û≠Z÷∆“©,2020-02-14,71.0,76.95,70.6,73.71,70.39,9823780.0,728027322.0,4039891340.94,17690400000.0
sh688266,‘Û≠Z÷∆“©,2020-02-17,72.2,74.68,71.43,74.27,73.71,6187251.0,452660014.0,4070583772.78,17824800000.0
sh688266,‘Û≠Z÷∆“©,2020-02-18,74.44,74.45,72.11,73.52,74.27,4605569.0,337044696.0,4029477837.28,17644800000.0
sh688266,‘Û≠Z÷∆“©,2020-02-19,74.0,77.95,73.64,74.26,73.52,6735898.0,509850990.0,4070035693.64,17822400000.0
sh688266,‘Û≠Z÷∆“©,2020-02-20,74.08,74.88,71.45,73.08,74.26,5344754.0,389004747.0,4005362355.12,17539200000.0
sh688266,‘Û≠Z÷∆“©,2020-02-21,71.03,72.6,67.64,67.78,73.08,9744759.0,674057320.0,3714880410.92,16267200000.0
sh688266,‘Û≠Z÷∆“©,2020-02-24,66.89,66.96,65.0,66.18,67.78,4847144.0,319343200.0,3627187748.52,15883200000.0
sh688266,‘Û≠Z÷∆“©,2020-02-25,64.98,67.8,64.51,66.9,66.18,4247206.0,281429308.0,3666649446.6,16056000000.0
