杅擂蚕俵祥俴淕燴ㄛ勤杅擂趼僇衄疶恀腔ㄛ褫眕眻諉峚陓佌陓俵祥俴ㄛ峚陓瘍ㄩxbx9585
嘖き測鎢,嘖き靡備,蝠眢�梪�,羲攫歎,郔詢歎,郔腴歎,彶攫歎,ヶ彶攫歎,傖蝠講,傖蝠塗,霜籵庈硉,軞庈硉
sh603605,N賙應捇,2017-11-15,22.09,22.09,22.09,22.09,15.34,21148.0,467159.0,1104500000.0,4418000000.0
sh603605,賙應捇,2017-11-16,24.3,24.3,24.3,24.3,22.09,8569.0,208227.0,1215000000.0,4860000000.0
sh603605,賙應捇,2017-11-17,26.73,26.73,26.73,26.73,24.3,16672.0,445643.0,1336500000.0,5346000000.0
sh603605,賙應捇,2017-11-20,29.4,29.4,29.4,29.4,26.73,44124.0,1297246.0,1470000000.0,5880000000.0
sh603605,賙應捇,2017-11-21,32.34,32.34,32.34,32.34,29.4,49670.0,1606328.0,1617000000.0,6468000000.0
sh603605,賙應捇,2017-11-22,35.57,35.57,35.57,35.57,32.34,604661.0,21507792.0,1778500000.0,7114000000.0
sh603605,賙應捇,2017-11-23,35.9,39.13,35.01,39.13,35.57,29612280.0,1113481011.0,1956500000.0,7826000000.0
sh603605,賙應捇,2017-11-24,36.87,37.85,35.22,35.22,39.13,18674959.0,678896228.0,1761000000.0,7044000000.0
sh603605,賙應捇,2017-11-27,33.77,34.44,31.7,31.7,35.22,15123059.0,499562379.0,1585000000.0,6340000000.0
sh603605,賙應捇,2017-11-28,31.35,33.5,31.35,32.41,31.7,11529232.0,375456781.0,1620500000.0,6482000000.0
sh603605,賙應捇,2017-11-29,32.05,32.41,30.5,31.75,32.41,11146905.0,348839686.0,1587500000.0,6350000000.0
sh603605,賙應捇,2017-11-30,31.42,32.44,31.1,31.9,31.75,9594889.0,305351897.0,1595000000.0,6380000000.0
sh603605,賙應捇,2017-12-01,31.56,32.8,30.8,31.38,31.9,8633094.0,275334285.0,1569000000.0,6276000000.0
sh603605,賙應捇,2017-12-04,30.7,30.8,28.24,28.24,31.38,12086565.0,349955211.0,1412000000.0,5648000000.0
sh603605,賙應捇,2017-12-05,27.82,28.5,27.38,27.85,28.24,6219749.0,174088344.0,1392500000.0,5570000000.0
sh603605,賙應捇,2017-12-06,27.73,28.65,27.73,28.58,27.85,6576747.0,186460593.0,1429000000.0,5716000000.0
sh603605,賙應捇,2017-12-07,28.7,28.79,27.74,27.83,28.58,4595423.0,129757903.0,1391500000.0,5566000000.0
sh603605,賙應捇,2017-12-08,27.72,28.88,27.53,28.26,27.83,6422361.0,182213529.0,1413000000.0,5652000000.0
sh603605,賙應捇,2017-12-11,28.08,28.48,27.88,28.39,28.26,4696275.0,132581207.0,1419500000.0,5678000000.0
sh603605,賙應捇,2017-12-12,28.33,28.46,26.66,26.7,28.39,7016507.0,191831688.0,1335000000.0,5340000000.0
sh603605,賙應捇,2017-12-13,26.7,27.15,26.7,26.99,26.7,3184089.0,85721686.0,1349500000.0,5398000000.0
sh603605,賙應捇,2017-12-14,27.02,27.65,26.78,27.47,26.99,4814235.0,131324719.0,1373500000.0,5494000000.0
sh603605,賙應捇,2017-12-15,27.21,27.47,27.02,27.06,27.47,3124477.0,84944003.0,1353000000.0,5412000000.0
sh603605,賙應捇,2017-12-18,27.23,27.57,26.91,27.2,27.06,2995731.0,81618045.0,1360000000.0,5440000000.0
sh603605,賙應捇,2017-12-19,27.1,27.77,27.1,27.64,27.2,4004936.0,110340424.0,1382000000.0,5528000000.0
sh603605,賙應捇,2017-12-20,27.52,28.16,27.02,27.09,27.64,4264713.0,117669324.0,1354500000.0,5418000000.0
sh603605,賙應捇,2017-12-21,26.8,26.88,25.58,26.63,27.09,5835910.0,153502337.0,1331500000.0,5326000000.0
sh603605,賙應捇,2017-12-22,26.68,27.28,26.46,26.89,26.63,3839458.0,103674077.0,1344500000.0,5378000000.0
sh603605,賙應捇,2017-12-25,26.79,27.65,26.08,27.26,26.89,5317163.0,142448674.0,1363000000.0,5452000000.0
sh603605,賙應捇,2017-12-26,27.19,28.62,27.16,28.4,27.26,8384684.0,235336925.0,1420000000.0,5680000000.0
sh603605,賙應捇,2017-12-27,28.2,29.48,27.89,28.46,28.4,9573314.0,273828123.0,1423000000.0,5692000000.0
sh603605,賙應捇,2017-12-28,28.03,29.41,27.95,29.28,28.46,9335166.0,269357772.0,1464000000.0,5856000000.0
sh603605,賙應捇,2017-12-29,28.98,29.38,28.5,28.72,29.28,5418759.0,156143903.0,1436000000.0,5744000000.0
sh603605,賙應捇,2018-01-02,28.31,29.06,28.31,28.81,28.72,4037708.0,116131633.0,1440500000.0,5762000000.0
sh603605,賙應捇,2018-01-03,28.68,28.68,27.82,28.34,28.81,4704371.0,132942221.0,1417000000.0,5668000000.0
sh603605,賙應捇,2018-01-04,28.43,28.47,27.9,28.06,28.34,3364683.0,94632678.0,1403000000.0,5612000000.0
sh603605,賙應捇,2018-01-05,28.04,28.49,27.87,28.06,28.06,2934646.0,82464834.0,1403000000.0,5612000000.0
sh603605,賙應捇,2018-01-08,28.16,28.59,27.77,28.57,28.06,4132336.0,116274767.0,1428500000.0,5714000000.0
sh603605,賙應捇,2018-01-09,28.57,29.88,28.35,29.6,28.57,9703101.0,285010589.0,1480000000.0,5920000000.0
sh603605,賙應捇,2018-01-10,29.28,29.44,28.7,28.99,29.6,5004171.0,145250274.0,1449500000.0,5798000000.0
sh603605,賙應捇,2018-01-11,28.66,29.67,28.28,29.27,28.99,5524573.0,161899430.0,1463500000.0,5854000000.0
sh603605,賙應捇,2018-01-12,29.15,29.28,28.4,28.64,29.27,4188446.0,120813510.0,1432000000.0,5728000000.0
sh603605,賙應捇,2018-01-15,28.45,28.73,26.91,27.15,28.64,4329118.0,120216869.0,1357500000.0,5430000000.0
sh603605,賙應捇,2018-01-16,27.25,28.59,27.1,28.33,27.15,5373494.0,150647357.0,1416500000.0,5666000000.0
sh603605,賙應捇,2018-01-17,28.11,29.24,27.81,28.89,28.33,5852157.0,167804869.0,1444500000.0,5778000000.0
sh603605,賙應捇,2018-01-18,28.7,29.57,28.62,28.82,28.89,4844978.0,140815754.0,1441000000.0,5764000000.0
sh603605,賙應捇,2018-01-19,28.67,29.54,28.37,29.32,28.82,5158692.0,150476766.0,1466000000.0,5864000000.0
sh603605,賙應捇,2018-01-22,29.05,30.29,28.75,29.08,29.32,6857206.0,201982048.0,1454000000.0,5816000000.0
sh603605,賙應捇,2018-01-23,28.55,28.69,27.91,28.57,29.08,4331100.0,122744222.0,1428500000.0,5714000000.0
sh603605,賙應捇,2018-01-24,28.45,31.43,28.38,31.43,28.57,8633939.0,263963339.0,1571500000.0,6286000000.0
