Êý¾ÝÓÉÐÏ²»ÐÐÕûÀí£¬¶ÔÊý¾Ý×Ö¶ÎÓÐÒÉÎÊµÄ£¬¿ÉÒÔÖ±½ÓÎ¢ÐÅË½ÐÅÐÏ²»ÐÐ£¬Î¢ÐÅºÅ£ºxbx9585
¹ÉÆ±´úÂë,¹ÉÆ±Ãû³Æ,½»Ò×ÈÕÆÚ,¿ªÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,ÊÕÅÌ¼Û,Ç°ÊÕÅÌ¼Û,³É½»Á¿,³É½»¶î,Á÷Í¨ÊÐÖµ,×ÜÊÐÖµ
sz300724,N½Ý¼Ñ,2018-08-10,16.99,20.39,16.99,20.39,14.16,48942.0,997417.0,1631200000.0,6524800000.0
sz300724,½Ý¼ÑÎ°´´,2018-08-13,22.43,22.43,22.43,22.43,20.39,18650.0,418319.0,1794400000.0,7177600000.0
sz300724,½Ý¼ÑÎ°´´,2018-08-14,24.67,24.67,24.67,24.67,22.43,33659.0,830367.0,1973600000.0,7894400000.0
sz300724,½Ý¼ÑÎ°´´,2018-08-15,27.14,27.14,27.14,27.14,24.67,58168.0,1578679.0,2171200000.0,8684800000.0
sz300724,½Ý¼ÑÎ°´´,2018-08-16,29.85,29.85,29.85,29.85,27.14,218260.0,6515061.0,2388000000.0,9552000000.0
sz300724,½Ý¼ÑÎ°´´,2018-08-17,32.84,32.84,32.84,32.84,29.85,365937.0,12017371.0,2627200000.0,10508800000.0
sz300724,½Ý¼ÑÎ°´´,2018-08-20,36.12,36.12,34.13,34.68,32.84,46817756.0,1646227264.0,2774400000.0,11097600000.0
sz300724,½Ý¼ÑÎ°´´,2018-08-21,35.0,37.77,34.22,36.08,34.68,43602615.0,1546628316.0,2886400000.0,11545600000.0
sz300724,½Ý¼ÑÎ°´´,2018-08-22,35.0,35.3,32.47,33.0,36.08,37528148.0,1269473531.0,2640000000.0,10560000000.0
sz300724,½Ý¼ÑÎ°´´,2018-08-23,33.0,34.2,32.71,33.79,33.0,26052679.0,874309425.0,2703200000.0,10812800000.0
sz300724,½Ý¼ÑÎ°´´,2018-08-24,33.0,33.36,31.55,32.52,33.79,26274901.0,850648275.0,2601600000.0,10406400000.0
sz300724,½Ý¼ÑÎ°´´,2018-08-27,32.43,34.38,32.27,34.19,32.52,28015532.0,935782666.0,2735200000.0,10940800000.0
sz300724,½Ý¼ÑÎ°´´,2018-08-28,33.6,35.15,33.03,35.1,34.19,33020542.0,1119680309.0,2808000000.0,11232000000.0
sz300724,½Ý¼ÑÎ°´´,2018-08-29,34.1,34.68,33.34,33.6,35.1,26037786.0,887163386.0,2688000000.0,10752000000.0
sz300724,½Ý¼ÑÎ°´´,2018-08-30,33.65,35.35,33.2,33.88,33.6,30339365.0,1042481744.0,2710400000.0,10841600000.0
sz300724,½Ý¼ÑÎ°´´,2018-08-31,32.5,32.71,30.68,30.94,33.88,26977160.0,859639406.0,2475200000.0,9900800000.0
sz300724,½Ý¼ÑÎ°´´,2018-09-03,31.69,31.96,30.11,31.54,30.94,22146925.0,693807703.0,2523200000.0,10092800000.0
sz300724,½Ý¼ÑÎ°´´,2018-09-04,30.7,31.95,30.69,31.4,31.54,19024653.0,597972192.0,2512000000.0,10048000000.0
sz300724,½Ý¼ÑÎ°´´,2018-09-05,31.51,32.79,31.37,32.27,31.4,27289508.0,877563588.0,2581600000.0,10326400000.0
sz300724,½Ý¼ÑÎ°´´,2018-09-06,32.03,34.8,31.8,33.33,32.27,30913721.0,1023724189.0,2666400000.0,10665600000.0
sz300724,½Ý¼ÑÎ°´´,2018-09-07,33.0,34.58,32.6,34.47,33.33,30762303.0,1037392871.0,2757600000.0,11030400000.0
sz300724,½Ý¼ÑÎ°´´,2018-09-10,34.48,35.48,33.31,35.02,34.47,29840858.0,1028365815.0,2801600000.0,11206400000.0
